ID,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
7010,OUT046,1997,Small,Tier 1,Supermarket Type1
7011,OUT035,2004,Small,Tier 2,Supermarket Type1
7012,OUT018,2009,Medium,Tier 3,Supermarket Type2
7013,OUT018,2009,Medium,Tier 3,Supermarket Type2
7014,OUT027,1985,Medium,Tier 3,Supermarket Type3
7015,OUT049,1999,Medium,Tier 1,Supermarket Type1
7016,OUT045,2002,Medium,Tier 2,Supermarket Type1
7017,OUT027,1985,Medium,Tier 3,Supermarket Type3
7018,OUT017,2007,Medium,Tier 2,Supermarket Type1
7019,OUT010,1998,Medium,Tier 3,Grocery Store
7020,OUT049,1999,Medium,Tier 1,Supermarket Type1
7021,OUT049,1999,Medium,Tier 1,Supermarket Type1
7022,OUT046,1997,Small,Tier 1,Supermarket Type1
7023,OUT035,2004,Small,Tier 2,Supermarket Type1
7024,OUT046,1997,Small,Tier 1,Supermarket Type1
7025,OUT018,2009,Medium,Tier 3,Supermarket Type2
7026,OUT017,2007,Medium,Tier 2,Supermarket Type1
7027,OUT046,1997,Small,Tier 1,Supermarket Type1
7028,OUT013,1987,High,Tier 3,Supermarket Type1
7029,OUT046,1997,Small,Tier 1,Supermarket Type1
7030,OUT013,1987,High,Tier 3,Supermarket Type1
7031,OUT019,1985,Small,Tier 1,Grocery Store
7032,OUT049,1999,Medium,Tier 1,Supermarket Type1
7033,OUT010,1998,Medium,Tier 3,Grocery Store
7034,OUT049,1999,Medium,Tier 1,Supermarket Type1
7035,OUT049,1999,Medium,Tier 1,Supermarket Type1
7036,OUT017,2007,Medium,Tier 2,Supermarket Type1
7037,OUT049,1999,Medium,Tier 1,Supermarket Type1
7038,OUT046,1997,Small,Tier 1,Supermarket Type1
7039,OUT027,1985,Medium,Tier 3,Supermarket Type3
7040,OUT017,2007,Medium,Tier 2,Supermarket Type1
7041,OUT017,2007,Medium,Tier 2,Supermarket Type1
7042,OUT049,1999,Medium,Tier 1,Supermarket Type1
7043,OUT045,2002,Medium,Tier 2,Supermarket Type1
7044,OUT035,2004,Small,Tier 2,Supermarket Type1
7045,OUT049,1999,Medium,Tier 1,Supermarket Type1
7046,OUT046,1997,Small,Tier 1,Supermarket Type1
7047,OUT035,2004,Small,Tier 2,Supermarket Type1
7048,OUT017,2007,Medium,Tier 2,Supermarket Type1
7049,OUT045,2002,Medium,Tier 2,Supermarket Type1
7050,OUT027,1985,Medium,Tier 3,Supermarket Type3
7051,OUT045,2002,Medium,Tier 2,Supermarket Type1
7052,OUT035,2004,Small,Tier 2,Supermarket Type1
7053,OUT018,2009,Medium,Tier 3,Supermarket Type2
7054,OUT046,1997,Small,Tier 1,Supermarket Type1
7055,OUT046,1997,Small,Tier 1,Supermarket Type1
7056,OUT013,1987,High,Tier 3,Supermarket Type1
7057,OUT045,2002,Medium,Tier 2,Supermarket Type1
7058,OUT027,1985,Medium,Tier 3,Supermarket Type3
7059,OUT018,2009,Medium,Tier 3,Supermarket Type2
7060,OUT010,1998,Medium,Tier 3,Grocery Store
7061,OUT013,1987,High,Tier 3,Supermarket Type1
7062,OUT010,1998,Medium,Tier 3,Grocery Store
7063,OUT035,2004,Small,Tier 2,Supermarket Type1
7064,OUT027,1985,Medium,Tier 3,Supermarket Type3
7065,OUT046,1997,Small,Tier 1,Supermarket Type1
7066,OUT045,2002,Medium,Tier 2,Supermarket Type1
7067,OUT018,2009,Medium,Tier 3,Supermarket Type2
7068,OUT013,1987,High,Tier 3,Supermarket Type1
7069,OUT045,2002,Medium,Tier 2,Supermarket Type1
7070,OUT017,2007,Medium,Tier 2,Supermarket Type1
7071,OUT027,1985,Medium,Tier 3,Supermarket Type3
7072,OUT017,2007,Medium,Tier 2,Supermarket Type1
7073,OUT019,1985,Small,Tier 1,Grocery Store
7074,OUT018,2009,Medium,Tier 3,Supermarket Type2
7075,OUT019,1985,Small,Tier 1,Grocery Store
7076,OUT045,2002,Medium,Tier 2,Supermarket Type1
7077,OUT017,2007,Medium,Tier 2,Supermarket Type1
7078,OUT049,1999,Medium,Tier 1,Supermarket Type1
7079,OUT049,1999,Medium,Tier 1,Supermarket Type1
7080,OUT018,2009,Medium,Tier 3,Supermarket Type2
7081,OUT035,2004,Small,Tier 2,Supermarket Type1
7082,OUT019,1985,Small,Tier 1,Grocery Store
7083,OUT017,2007,Medium,Tier 2,Supermarket Type1
7084,OUT019,1985,Small,Tier 1,Grocery Store
7085,OUT017,2007,Medium,Tier 2,Supermarket Type1
7086,OUT035,2004,Small,Tier 2,Supermarket Type1
7087,OUT010,1998,Medium,Tier 3,Grocery Store
7088,OUT027,1985,Medium,Tier 3,Supermarket Type3
7089,OUT019,1985,Small,Tier 1,Grocery Store
7090,OUT017,2007,Medium,Tier 2,Supermarket Type1
7091,OUT010,1998,Medium,Tier 3,Grocery Store
7092,OUT035,2004,Small,Tier 2,Supermarket Type1
7093,OUT049,1999,Medium,Tier 1,Supermarket Type1
7094,OUT046,1997,Small,Tier 1,Supermarket Type1
7095,OUT017,2007,Medium,Tier 2,Supermarket Type1
7096,OUT027,1985,Medium,Tier 3,Supermarket Type3
7097,OUT018,2009,Medium,Tier 3,Supermarket Type2
7098,OUT017,2007,Medium,Tier 2,Supermarket Type1
7099,OUT013,1987,High,Tier 3,Supermarket Type1
7100,OUT017,2007,Medium,Tier 2,Supermarket Type1
7101,OUT017,2007,Medium,Tier 2,Supermarket Type1
7102,OUT018,2009,Medium,Tier 3,Supermarket Type2
7103,OUT013,1987,High,Tier 3,Supermarket Type1
7104,OUT017,2007,Medium,Tier 2,Supermarket Type1
7105,OUT049,1999,Medium,Tier 1,Supermarket Type1
7106,OUT019,1985,Small,Tier 1,Grocery Store
7107,OUT035,2004,Small,Tier 2,Supermarket Type1
7108,OUT010,1998,Medium,Tier 3,Grocery Store
7109,OUT013,1987,High,Tier 3,Supermarket Type1
7110,OUT046,1997,Small,Tier 1,Supermarket Type1
7111,OUT049,1999,Medium,Tier 1,Supermarket Type1
7112,OUT035,2004,Small,Tier 2,Supermarket Type1
7113,OUT027,1985,Medium,Tier 3,Supermarket Type3
7114,OUT018,2009,Medium,Tier 3,Supermarket Type2
7115,OUT049,1999,Medium,Tier 1,Supermarket Type1
7116,OUT010,1998,Medium,Tier 3,Grocery Store
7117,OUT027,1985,Medium,Tier 3,Supermarket Type3
7118,OUT027,1985,Medium,Tier 3,Supermarket Type3
7119,OUT046,1997,Small,Tier 1,Supermarket Type1
7120,OUT019,1985,Small,Tier 1,Grocery Store
7121,OUT018,2009,Medium,Tier 3,Supermarket Type2
7122,OUT019,1985,Small,Tier 1,Grocery Store
7123,OUT049,1999,Medium,Tier 1,Supermarket Type1
7124,OUT019,1985,Small,Tier 1,Grocery Store
7125,OUT027,1985,Medium,Tier 3,Supermarket Type3
7126,OUT017,2007,Medium,Tier 2,Supermarket Type1
7127,OUT046,1997,Small,Tier 1,Supermarket Type1
7128,OUT049,1999,Medium,Tier 1,Supermarket Type1
7129,OUT046,1997,Small,Tier 1,Supermarket Type1
7130,OUT035,2004,Small,Tier 2,Supermarket Type1
7131,OUT019,1985,Small,Tier 1,Grocery Store
7132,OUT027,1985,Medium,Tier 3,Supermarket Type3
7133,OUT045,2002,Medium,Tier 2,Supermarket Type1
7134,OUT010,1998,Medium,Tier 3,Grocery Store
7135,OUT046,1997,Small,Tier 1,Supermarket Type1
7136,OUT017,2007,Medium,Tier 2,Supermarket Type1
7137,OUT045,2002,Medium,Tier 2,Supermarket Type1
7138,OUT045,2002,Medium,Tier 2,Supermarket Type1
7139,OUT017,2007,Medium,Tier 2,Supermarket Type1
7140,OUT049,1999,Medium,Tier 1,Supermarket Type1
7141,OUT018,2009,Medium,Tier 3,Supermarket Type2
7142,OUT019,1985,Small,Tier 1,Grocery Store
7143,OUT017,2007,Medium,Tier 2,Supermarket Type1
7144,OUT019,1985,Small,Tier 1,Grocery Store
7145,OUT027,1985,Medium,Tier 3,Supermarket Type3
7146,OUT035,2004,Small,Tier 2,Supermarket Type1
7147,OUT013,1987,High,Tier 3,Supermarket Type1
7148,OUT017,2007,Medium,Tier 2,Supermarket Type1
7149,OUT010,1998,Medium,Tier 3,Grocery Store
7150,OUT027,1985,Medium,Tier 3,Supermarket Type3
7151,OUT046,1997,Small,Tier 1,Supermarket Type1
7152,OUT035,2004,Small,Tier 2,Supermarket Type1
7153,OUT018,2009,Medium,Tier 3,Supermarket Type2
7154,OUT046,1997,Small,Tier 1,Supermarket Type1
7155,OUT049,1999,Medium,Tier 1,Supermarket Type1
7156,OUT013,1987,High,Tier 3,Supermarket Type1
7157,OUT045,2002,Medium,Tier 2,Supermarket Type1
7158,OUT018,2009,Medium,Tier 3,Supermarket Type2
7159,OUT018,2009,Medium,Tier 3,Supermarket Type2
7160,OUT046,1997,Small,Tier 1,Supermarket Type1
7161,OUT013,1987,High,Tier 3,Supermarket Type1
7162,OUT027,1985,Medium,Tier 3,Supermarket Type3
7163,OUT049,1999,Medium,Tier 1,Supermarket Type1
7164,OUT046,1997,Small,Tier 1,Supermarket Type1
7165,OUT027,1985,Medium,Tier 3,Supermarket Type3
7166,OUT019,1985,Small,Tier 1,Grocery Store
7167,OUT019,1985,Small,Tier 1,Grocery Store
7168,OUT045,2002,Medium,Tier 2,Supermarket Type1
7169,OUT010,1998,Medium,Tier 3,Grocery Store
7170,OUT017,2007,Medium,Tier 2,Supermarket Type1
7171,OUT049,1999,Medium,Tier 1,Supermarket Type1
7172,OUT027,1985,Medium,Tier 3,Supermarket Type3
7173,OUT046,1997,Small,Tier 1,Supermarket Type1
7174,OUT046,1997,Small,Tier 1,Supermarket Type1
7175,OUT013,1987,High,Tier 3,Supermarket Type1
7176,OUT018,2009,Medium,Tier 3,Supermarket Type2
7177,OUT049,1999,Medium,Tier 1,Supermarket Type1
7178,OUT013,1987,High,Tier 3,Supermarket Type1
7179,OUT045,2002,Medium,Tier 2,Supermarket Type1
7180,OUT045,2002,Medium,Tier 2,Supermarket Type1
7181,OUT013,1987,High,Tier 3,Supermarket Type1
7182,OUT018,2009,Medium,Tier 3,Supermarket Type2
7183,OUT027,1985,Medium,Tier 3,Supermarket Type3
7184,OUT017,2007,Medium,Tier 2,Supermarket Type1
7185,OUT045,2002,Medium,Tier 2,Supermarket Type1
7186,OUT046,1997,Small,Tier 1,Supermarket Type1
7187,OUT027,1985,Medium,Tier 3,Supermarket Type3
7188,OUT045,2002,Medium,Tier 2,Supermarket Type1
7189,OUT027,1985,Medium,Tier 3,Supermarket Type3
7190,OUT045,2002,Medium,Tier 2,Supermarket Type1
7191,OUT045,2002,Medium,Tier 2,Supermarket Type1
7192,OUT027,1985,Medium,Tier 3,Supermarket Type3
7193,OUT018,2009,Medium,Tier 3,Supermarket Type2
7194,OUT018,2009,Medium,Tier 3,Supermarket Type2
7195,OUT018,2009,Medium,Tier 3,Supermarket Type2
7196,OUT045,2002,Medium,Tier 2,Supermarket Type1
7197,OUT013,1987,High,Tier 3,Supermarket Type1
7198,OUT049,1999,Medium,Tier 1,Supermarket Type1
7199,OUT045,2002,Medium,Tier 2,Supermarket Type1
7200,OUT046,1997,Small,Tier 1,Supermarket Type1
7201,OUT018,2009,Medium,Tier 3,Supermarket Type2
7202,OUT017,2007,Medium,Tier 2,Supermarket Type1
7203,OUT045,2002,Medium,Tier 2,Supermarket Type1
7204,OUT018,2009,Medium,Tier 3,Supermarket Type2
7205,OUT035,2004,Small,Tier 2,Supermarket Type1
7206,OUT046,1997,Small,Tier 1,Supermarket Type1
7207,OUT010,1998,Medium,Tier 3,Grocery Store
7208,OUT046,1997,Small,Tier 1,Supermarket Type1
7209,OUT027,1985,Medium,Tier 3,Supermarket Type3
7210,OUT045,2002,Medium,Tier 2,Supermarket Type1
7211,OUT045,2002,Medium,Tier 2,Supermarket Type1
7212,OUT049,1999,Medium,Tier 1,Supermarket Type1
7213,OUT049,1999,Medium,Tier 1,Supermarket Type1
7214,OUT027,1985,Medium,Tier 3,Supermarket Type3
7215,OUT019,1985,Small,Tier 1,Grocery Store
7216,OUT010,1998,Medium,Tier 3,Grocery Store
7217,OUT049,1999,Medium,Tier 1,Supermarket Type1
7218,OUT019,1985,Small,Tier 1,Grocery Store
7219,OUT017,2007,Medium,Tier 2,Supermarket Type1
7220,OUT046,1997,Small,Tier 1,Supermarket Type1
7221,OUT027,1985,Medium,Tier 3,Supermarket Type3
7222,OUT019,1985,Small,Tier 1,Grocery Store
7223,OUT046,1997,Small,Tier 1,Supermarket Type1
7224,OUT013,1987,High,Tier 3,Supermarket Type1
7225,OUT049,1999,Medium,Tier 1,Supermarket Type1
7226,OUT035,2004,Small,Tier 2,Supermarket Type1
7227,OUT018,2009,Medium,Tier 3,Supermarket Type2
7228,OUT046,1997,Small,Tier 1,Supermarket Type1
7229,OUT049,1999,Medium,Tier 1,Supermarket Type1
7230,OUT027,1985,Medium,Tier 3,Supermarket Type3
7231,OUT027,1985,Medium,Tier 3,Supermarket Type3
7232,OUT018,2009,Medium,Tier 3,Supermarket Type2
7233,OUT018,2009,Medium,Tier 3,Supermarket Type2
7234,OUT035,2004,Small,Tier 2,Supermarket Type1
7235,OUT017,2007,Medium,Tier 2,Supermarket Type1
7236,OUT017,2007,Medium,Tier 2,Supermarket Type1
7237,OUT027,1985,Medium,Tier 3,Supermarket Type3
7238,OUT035,2004,Small,Tier 2,Supermarket Type1
7239,OUT027,1985,Medium,Tier 3,Supermarket Type3
7240,OUT046,1997,Small,Tier 1,Supermarket Type1
7241,OUT049,1999,Medium,Tier 1,Supermarket Type1
7242,OUT013,1987,High,Tier 3,Supermarket Type1
7243,OUT049,1999,Medium,Tier 1,Supermarket Type1
7244,OUT046,1997,Small,Tier 1,Supermarket Type1
7245,OUT013,1987,High,Tier 3,Supermarket Type1
7246,OUT010,1998,Medium,Tier 3,Grocery Store
7247,OUT018,2009,Medium,Tier 3,Supermarket Type2
7248,OUT013,1987,High,Tier 3,Supermarket Type1
7249,OUT017,2007,Medium,Tier 2,Supermarket Type1
7250,OUT018,2009,Medium,Tier 3,Supermarket Type2
7251,OUT010,1998,Medium,Tier 3,Grocery Store
7252,OUT045,2002,Medium,Tier 2,Supermarket Type1
7253,OUT027,1985,Medium,Tier 3,Supermarket Type3
7254,OUT035,2004,Small,Tier 2,Supermarket Type1
7255,OUT049,1999,Medium,Tier 1,Supermarket Type1
7256,OUT013,1987,High,Tier 3,Supermarket Type1
7257,OUT045,2002,Medium,Tier 2,Supermarket Type1
7258,OUT046,1997,Small,Tier 1,Supermarket Type1
7259,OUT045,2002,Medium,Tier 2,Supermarket Type1
7260,OUT017,2007,Medium,Tier 2,Supermarket Type1
7261,OUT027,1985,Medium,Tier 3,Supermarket Type3
7262,OUT017,2007,Medium,Tier 2,Supermarket Type1
7263,OUT049,1999,Medium,Tier 1,Supermarket Type1
7264,OUT049,1999,Medium,Tier 1,Supermarket Type1
7265,OUT035,2004,Small,Tier 2,Supermarket Type1
7266,OUT017,2007,Medium,Tier 2,Supermarket Type1
7267,OUT018,2009,Medium,Tier 3,Supermarket Type2
7268,OUT045,2002,Medium,Tier 2,Supermarket Type1
7269,OUT027,1985,Medium,Tier 3,Supermarket Type3
7270,OUT046,1997,Small,Tier 1,Supermarket Type1
7271,OUT046,1997,Small,Tier 1,Supermarket Type1
7272,OUT027,1985,Medium,Tier 3,Supermarket Type3
7273,OUT049,1999,Medium,Tier 1,Supermarket Type1
7274,OUT010,1998,Medium,Tier 3,Grocery Store
7275,OUT017,2007,Medium,Tier 2,Supermarket Type1
7276,OUT018,2009,Medium,Tier 3,Supermarket Type2
7277,OUT045,2002,Medium,Tier 2,Supermarket Type1
7278,OUT035,2004,Small,Tier 2,Supermarket Type1
7279,OUT019,1985,Small,Tier 1,Grocery Store
7280,OUT017,2007,Medium,Tier 2,Supermarket Type1
7281,OUT013,1987,High,Tier 3,Supermarket Type1
7282,OUT013,1987,High,Tier 3,Supermarket Type1
7283,OUT010,1998,Medium,Tier 3,Grocery Store
7284,OUT035,2004,Small,Tier 2,Supermarket Type1
7285,OUT045,2002,Medium,Tier 2,Supermarket Type1
7286,OUT027,1985,Medium,Tier 3,Supermarket Type3
7287,OUT013,1987,High,Tier 3,Supermarket Type1
7288,OUT019,1985,Small,Tier 1,Grocery Store
7289,OUT018,2009,Medium,Tier 3,Supermarket Type2
7290,OUT017,2007,Medium,Tier 2,Supermarket Type1
7291,OUT035,2004,Small,Tier 2,Supermarket Type1
7292,OUT046,1997,Small,Tier 1,Supermarket Type1
7293,OUT027,1985,Medium,Tier 3,Supermarket Type3
7294,OUT010,1998,Medium,Tier 3,Grocery Store
7295,OUT035,2004,Small,Tier 2,Supermarket Type1
7296,OUT017,2007,Medium,Tier 2,Supermarket Type1
7297,OUT013,1987,High,Tier 3,Supermarket Type1
7298,OUT027,1985,Medium,Tier 3,Supermarket Type3
7299,OUT049,1999,Medium,Tier 1,Supermarket Type1
7300,OUT049,1999,Medium,Tier 1,Supermarket Type1
7301,OUT013,1987,High,Tier 3,Supermarket Type1
7302,OUT035,2004,Small,Tier 2,Supermarket Type1
7303,OUT027,1985,Medium,Tier 3,Supermarket Type3
7304,OUT046,1997,Small,Tier 1,Supermarket Type1
7305,OUT017,2007,Medium,Tier 2,Supermarket Type1
7306,OUT010,1998,Medium,Tier 3,Grocery Store
7307,OUT045,2002,Medium,Tier 2,Supermarket Type1
7308,OUT035,2004,Small,Tier 2,Supermarket Type1
7309,OUT045,2002,Medium,Tier 2,Supermarket Type1
7310,OUT010,1998,Medium,Tier 3,Grocery Store
7311,OUT027,1985,Medium,Tier 3,Supermarket Type3
7312,OUT046,1997,Small,Tier 1,Supermarket Type1
7313,OUT049,1999,Medium,Tier 1,Supermarket Type1
7314,OUT027,1985,Medium,Tier 3,Supermarket Type3
7315,OUT035,2004,Small,Tier 2,Supermarket Type1
7316,OUT027,1985,Medium,Tier 3,Supermarket Type3
7317,OUT013,1987,High,Tier 3,Supermarket Type1
7318,OUT027,1985,Medium,Tier 3,Supermarket Type3
7319,OUT018,2009,Medium,Tier 3,Supermarket Type2
7320,OUT035,2004,Small,Tier 2,Supermarket Type1
7321,OUT013,1987,High,Tier 3,Supermarket Type1
7322,OUT049,1999,Medium,Tier 1,Supermarket Type1
7323,OUT045,2002,Medium,Tier 2,Supermarket Type1
7324,OUT035,2004,Small,Tier 2,Supermarket Type1
7325,OUT017,2007,Medium,Tier 2,Supermarket Type1
7326,OUT045,2002,Medium,Tier 2,Supermarket Type1
7327,OUT018,2009,Medium,Tier 3,Supermarket Type2
7328,OUT046,1997,Small,Tier 1,Supermarket Type1
7329,OUT046,1997,Small,Tier 1,Supermarket Type1
7330,OUT013,1987,High,Tier 3,Supermarket Type1
7331,OUT046,1997,Small,Tier 1,Supermarket Type1
7332,OUT018,2009,Medium,Tier 3,Supermarket Type2
7333,OUT010,1998,Medium,Tier 3,Grocery Store
7334,OUT019,1985,Small,Tier 1,Grocery Store
7335,OUT045,2002,Medium,Tier 2,Supermarket Type1
7336,OUT013,1987,High,Tier 3,Supermarket Type1
7337,OUT018,2009,Medium,Tier 3,Supermarket Type2
7338,OUT045,2002,Medium,Tier 2,Supermarket Type1
7339,OUT027,1985,Medium,Tier 3,Supermarket Type3
7340,OUT045,2002,Medium,Tier 2,Supermarket Type1
7341,OUT049,1999,Medium,Tier 1,Supermarket Type1
7342,OUT049,1999,Medium,Tier 1,Supermarket Type1
7343,OUT018,2009,Medium,Tier 3,Supermarket Type2
7344,OUT027,1985,Medium,Tier 3,Supermarket Type3
7345,OUT027,1985,Medium,Tier 3,Supermarket Type3
7346,OUT046,1997,Small,Tier 1,Supermarket Type1
7347,OUT013,1987,High,Tier 3,Supermarket Type1
7348,OUT013,1987,High,Tier 3,Supermarket Type1
7349,OUT046,1997,Small,Tier 1,Supermarket Type1
7350,OUT035,2004,Small,Tier 2,Supermarket Type1
7351,OUT013,1987,High,Tier 3,Supermarket Type1
7352,OUT019,1985,Small,Tier 1,Grocery Store
7353,OUT017,2007,Medium,Tier 2,Supermarket Type1
7354,OUT010,1998,Medium,Tier 3,Grocery Store
7355,OUT046,1997,Small,Tier 1,Supermarket Type1
7356,OUT019,1985,Small,Tier 1,Grocery Store
7357,OUT013,1987,High,Tier 3,Supermarket Type1
7358,OUT049,1999,Medium,Tier 1,Supermarket Type1
7359,OUT035,2004,Small,Tier 2,Supermarket Type1
7360,OUT046,1997,Small,Tier 1,Supermarket Type1
7361,OUT045,2002,Medium,Tier 2,Supermarket Type1
7362,OUT017,2007,Medium,Tier 2,Supermarket Type1
7363,OUT010,1998,Medium,Tier 3,Grocery Store
7364,OUT017,2007,Medium,Tier 2,Supermarket Type1
7365,OUT049,1999,Medium,Tier 1,Supermarket Type1
7366,OUT010,1998,Medium,Tier 3,Grocery Store
7367,OUT017,2007,Medium,Tier 2,Supermarket Type1
7368,OUT018,2009,Medium,Tier 3,Supermarket Type2
7369,OUT019,1985,Small,Tier 1,Grocery Store
7370,OUT046,1997,Small,Tier 1,Supermarket Type1
7371,OUT046,1997,Small,Tier 1,Supermarket Type1
7372,OUT045,2002,Medium,Tier 2,Supermarket Type1
7373,OUT049,1999,Medium,Tier 1,Supermarket Type1
7374,OUT017,2007,Medium,Tier 2,Supermarket Type1
7375,OUT027,1985,Medium,Tier 3,Supermarket Type3
7376,OUT018,2009,Medium,Tier 3,Supermarket Type2
7377,OUT013,1987,High,Tier 3,Supermarket Type1
7378,OUT035,2004,Small,Tier 2,Supermarket Type1
7379,OUT018,2009,Medium,Tier 3,Supermarket Type2
7380,OUT019,1985,Small,Tier 1,Grocery Store
7381,OUT027,1985,Medium,Tier 3,Supermarket Type3
7382,OUT027,1985,Medium,Tier 3,Supermarket Type3
7383,OUT018,2009,Medium,Tier 3,Supermarket Type2
7384,OUT010,1998,Medium,Tier 3,Grocery Store
7385,OUT018,2009,Medium,Tier 3,Supermarket Type2
7386,OUT045,2002,Medium,Tier 2,Supermarket Type1
7387,OUT019,1985,Small,Tier 1,Grocery Store
7388,OUT019,1985,Small,Tier 1,Grocery Store
7389,OUT010,1998,Medium,Tier 3,Grocery Store
7390,OUT018,2009,Medium,Tier 3,Supermarket Type2
7391,OUT010,1998,Medium,Tier 3,Grocery Store
7392,OUT010,1998,Medium,Tier 3,Grocery Store
7393,OUT017,2007,Medium,Tier 2,Supermarket Type1
7394,OUT018,2009,Medium,Tier 3,Supermarket Type2
7395,OUT018,2009,Medium,Tier 3,Supermarket Type2
7396,OUT010,1998,Medium,Tier 3,Grocery Store
7397,OUT010,1998,Medium,Tier 3,Grocery Store
7398,OUT018,2009,Medium,Tier 3,Supermarket Type2
7399,OUT013,1987,High,Tier 3,Supermarket Type1
7400,OUT045,2002,Medium,Tier 2,Supermarket Type1
7401,OUT017,2007,Medium,Tier 2,Supermarket Type1
7402,OUT049,1999,Medium,Tier 1,Supermarket Type1
7403,OUT018,2009,Medium,Tier 3,Supermarket Type2
7404,OUT018,2009,Medium,Tier 3,Supermarket Type2
7405,OUT049,1999,Medium,Tier 1,Supermarket Type1
7406,OUT046,1997,Small,Tier 1,Supermarket Type1
7407,OUT045,2002,Medium,Tier 2,Supermarket Type1
7408,OUT049,1999,Medium,Tier 1,Supermarket Type1
7409,OUT027,1985,Medium,Tier 3,Supermarket Type3
7410,OUT045,2002,Medium,Tier 2,Supermarket Type1
7411,OUT013,1987,High,Tier 3,Supermarket Type1
7412,OUT013,1987,High,Tier 3,Supermarket Type1
7413,OUT035,2004,Small,Tier 2,Supermarket Type1
7414,OUT018,2009,Medium,Tier 3,Supermarket Type2
7415,OUT018,2009,Medium,Tier 3,Supermarket Type2
7416,OUT046,1997,Small,Tier 1,Supermarket Type1
7417,OUT019,1985,Small,Tier 1,Grocery Store
7418,OUT045,2002,Medium,Tier 2,Supermarket Type1
7419,OUT046,1997,Small,Tier 1,Supermarket Type1
7420,OUT035,2004,Small,Tier 2,Supermarket Type1
7421,OUT045,2002,Medium,Tier 2,Supermarket Type1
7422,OUT013,1987,High,Tier 3,Supermarket Type1
7423,OUT013,1987,High,Tier 3,Supermarket Type1
7424,OUT017,2007,Medium,Tier 2,Supermarket Type1
7425,OUT013,1987,High,Tier 3,Supermarket Type1
7426,OUT027,1985,Medium,Tier 3,Supermarket Type3
7427,OUT045,2002,Medium,Tier 2,Supermarket Type1
7428,OUT019,1985,Small,Tier 1,Grocery Store
7429,OUT013,1987,High,Tier 3,Supermarket Type1
7430,OUT010,1998,Medium,Tier 3,Grocery Store
7431,OUT049,1999,Medium,Tier 1,Supermarket Type1
7432,OUT027,1985,Medium,Tier 3,Supermarket Type3
7433,OUT010,1998,Medium,Tier 3,Grocery Store
7434,OUT046,1997,Small,Tier 1,Supermarket Type1
7435,OUT046,1997,Small,Tier 1,Supermarket Type1
7436,OUT027,1985,Medium,Tier 3,Supermarket Type3
7437,OUT013,1987,High,Tier 3,Supermarket Type1
7438,OUT027,1985,Medium,Tier 3,Supermarket Type3
7439,OUT019,1985,Small,Tier 1,Grocery Store
7440,OUT046,1997,Small,Tier 1,Supermarket Type1
7441,OUT045,2002,Medium,Tier 2,Supermarket Type1
7442,OUT035,2004,Small,Tier 2,Supermarket Type1
7443,OUT018,2009,Medium,Tier 3,Supermarket Type2
7444,OUT049,1999,Medium,Tier 1,Supermarket Type1
7445,OUT017,2007,Medium,Tier 2,Supermarket Type1
7446,OUT049,1999,Medium,Tier 1,Supermarket Type1
7447,OUT018,2009,Medium,Tier 3,Supermarket Type2
7448,OUT049,1999,Medium,Tier 1,Supermarket Type1
7449,OUT049,1999,Medium,Tier 1,Supermarket Type1
7450,OUT049,1999,Medium,Tier 1,Supermarket Type1
7451,OUT017,2007,Medium,Tier 2,Supermarket Type1
7452,OUT018,2009,Medium,Tier 3,Supermarket Type2
7453,OUT017,2007,Medium,Tier 2,Supermarket Type1
7454,OUT035,2004,Small,Tier 2,Supermarket Type1
7455,OUT035,2004,Small,Tier 2,Supermarket Type1
7456,OUT049,1999,Medium,Tier 1,Supermarket Type1
7457,OUT018,2009,Medium,Tier 3,Supermarket Type2
7458,OUT027,1985,Medium,Tier 3,Supermarket Type3
7459,OUT046,1997,Small,Tier 1,Supermarket Type1
7460,OUT035,2004,Small,Tier 2,Supermarket Type1
7461,OUT013,1987,High,Tier 3,Supermarket Type1
7462,OUT035,2004,Small,Tier 2,Supermarket Type1
7463,OUT018,2009,Medium,Tier 3,Supermarket Type2
7464,OUT017,2007,Medium,Tier 2,Supermarket Type1
7465,OUT049,1999,Medium,Tier 1,Supermarket Type1
7466,OUT017,2007,Medium,Tier 2,Supermarket Type1
7467,OUT019,1985,Small,Tier 1,Grocery Store
7468,OUT018,2009,Medium,Tier 3,Supermarket Type2
7469,OUT027,1985,Medium,Tier 3,Supermarket Type3
7470,OUT046,1997,Small,Tier 1,Supermarket Type1
